Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.965,0.945,0.965,0.945,2.1164021164021185,0.020000000000000018,970800,,,,,,,0.9527141480234911,0.9488942913718073,0.9437619916637467,0.9392388194220671,0.930665826541772,0.9109207113930179,0.8868924734603447,0.9490000000000002,0.9494999999999996,0.9407499999999993,0.9421666666666684,0.9270999999999987,0.9121500000000003,0.8681500000000011,0.01568321830906633,463268510,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
AASIA,ASTRAL ASIA BHD,0.13,0.125,0.13,0.12,4.0000000000000036,0.0050000000000000044,776000,,,,,,,0.1271989456755757,0.12743880374133928,0.12734570209320417,0.12628312120641588,0.1238031426727015,0.11988825280333033,0.11708128475382978,0.126,0.1275,0.12850000000000006,0.1283333333333333,0.12220000000000014,0.11680000000000003,0.11554999999999978,0.006254595734559831,82497940,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.49,1.47,1.49,1.47,1.360544217687076,0.020000000000000018,923800,,,,,,,1.4829502623245787,1.4851951601308795,1.493939942597633,1.4954498923061288,1.4955897150447732,1.542646834327855,1.6057259053377726,1.4820000000000004,1.4809999999999997,1.4925000000000006,1.5196666666666678,1.4918000000000005,1.477100000000001,1.7772499999999996,0.039106614076945816,657197051,Transportation,Airlines,stock,common,100,1,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.245,1.245,1.245,1.245,0,0,100,,,,,,,1.2443534362941242,1.2425823967996248,1.2397110568202043,1.2376108398340917,1.2348398976721953,1.2298147512515372,1.2202763813381234,1.2450000000000032,1.2421999999999949,1.2389499999999984,1.2370666666666683,1.2313400000000003,1.2310100000000008,1.2182949999999981,0.001819536126880578,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,1,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,2.08,2.08,2.11,2.06,0,0,449700,,,,,,,2.0795557322966824,2.0905290036026742,2.0869197007217632,2.0615976290949947,1.9976365213444949,1.858756165173659,1.6924059875504656,2.0680000000000014,2.0980000000000016,2.116500000000001,2.1,1.9834000000000003,1.820500000000003,1.5963500000000022,0.06444908080730728,639730548,Process Industries,Containers/Packaging,stock,common,100,1,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.115,0.115,0.115,0.115,4.545454545454549,0.0050000000000000044,216000,,,,,,,0.11361206466231114,0.11419117029337295,0.11471665671082558,0.11467608771685608,0.11443140840615769,0.11456213941848162,0.11572924206345771,0.11299999999999999,0.11400000000000006,0.11575000000000021,0.11566666666666678,0.11360000000000005,0.11354999999999998,0.11542499999999978,0.0040695885187732265,29028982,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,3.76,3.78,3.8,3.76,-0.26525198938992656,-0.010000000000000231,969600,,,,,,,3.7649553654210055,3.7751241010129246,3.7926313398591796,3.7964939647894993,3.7819414094087156,3.716009850735409,3.6233164825764947,3.768000000000008,3.763999999999991,3.816999999999992,3.816333333333337,3.8114000000000128,3.7133999999999956,3.5577000000000023,0.04669218264227191,5836359428,Finance,Regional Banks,stock,common,100,1,false,MYR
ACME,ACME HOLDINGS BERHAD,0.195,0.185,0.195,0.185,2.6315789473684235,0.0050000000000000044,592100,,,,,,,0.1907187562812329,0.19116156641303017,0.1944967298290199,0.19651643898184648,0.19848745502092413,0.203704423016188,0.21113364997829706,0.18899999999999992,0.18900000000000022,0.19574999999999998,0.20050000000000007,0.20060000000000017,0.19835,0.22422499999999979,0.008179519511274444,68164134,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.315,0.305,0.325,0.305,5.000000000000004,0.015000000000000013,9317400,,,,,,,0.292086358440629,0.27843026500419776,0.26415522825513726,0.25614251717055336,0.2472230068029538,0.2381054976935393,0.23197139481336956,0.28700000000000003,0.2735,0.25825,0.24850000000000008,0.24090000000000014,0.23179999999999962,0.23184999999999956,0.01578804016131966,104211396,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,1.26,1.26,1.28,1.25,-0.7874015748031503,-0.010000000000000009,1753000,,,,,,,1.2481705725493693,1.221499692455589,1.1790972623498843,1.1434819668381995,1.0825572048810521,0.9706361673810083,0.8529239495260892,1.248,1.2100000000000004,1.178,1.1321666666666663,1.0741999999999996,0.9268500000000001,0.7861,0.047049354565212316,699135000,Technology Services,Packaged Software,stock,common,100,1,false,MYR
