Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.86,0.9,0.9,0.855,-6.521739130434788,-0.06000000000000005,1150000,,,,,,,0.9065987932498787,0.9219934347491521,0.9333631511199377,0.9366369294326308,0.9354705763476369,0.9216553201775706,0.897803567368794,0.9160000000000004,0.9279999999999996,0.942249999999999,0.9458333333333352,0.9425999999999984,0.9257000000000004,0.882050000000001,0.015555049542415824,451012741,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
AASIA,ASTRAL ASIA BHD,0.115,0.115,0.115,0.11,-4.166666666666659,-0.0049999999999999906,426100,,,,,,,0.11833319577796042,0.11940515495955695,0.12053328519829878,0.12125153301403666,0.1214396709385621,0.1198463540834302,0.1176126025895508,0.119,0.12099999999999997,0.11875000000000002,0.12166666666666665,0.12480000000000015,0.11905000000000004,0.11579999999999992,0.007671462788455405,83083196,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.31,1.41,1.41,1.25,-7.746478873239428,-0.10999999999999988,3693500,,,,,,,1.4105136598756673,1.4397106797905594,1.4565428088967876,1.464549982152426,1.4733663178022973,1.5129177543687646,1.5769112785915431,1.4320000000000008,1.4579999999999995,1.4585000000000008,1.4653333333333343,1.4918000000000007,1.4410000000000005,1.6654999999999993,0.05098849384497066,634843378,Transportation,Airlines,stock,common,100,1,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.255,1.255,1.255,1.255,0.23961661341852172,0.0029999999999998916,100,,,,,,,1.2526194524768275,1.2519571034382586,1.2501731783239047,1.2480052660379206,1.244157558241403,1.2371583311867127,1.2262000149481183,1.2518000000000034,1.2520999999999949,1.2508499999999985,1.2482666666666682,1.2429600000000005,1.236250000000001,1.2241699999999982,0.0013350730702608518,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,1,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,1.8,1.91,1.92,1.71,-8.629441624365478,-0.16999999999999993,3788700,,,,,,,1.9245226456363982,1.965451641473021,2.003665903297136,2.01759454854155,2.0068502685828946,1.9161506917647992,1.7577346526363944,1.9440000000000008,1.9769999999999996,2.0210000000000004,2.0426666666666664,2.0695999999999994,1.9208000000000032,1.6746500000000024,0.07275203805826454,605898675,Process Industries,Containers/Packaging,stock,common,100,1,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.1,0.105,0.105,0.1,-9.090909090909086,-0.009999999999999995,923700,,,,,,,0.10847120806402026,0.11032070544230792,0.11154486700905182,0.11219099150380811,0.11282423490159318,0.11360220034546144,0.11498400306673738,0.11099999999999999,0.1110000000000001,0.11175000000000024,0.11250000000000011,0.11390000000000004,0.11299999999999998,0.11527499999999974,0.0030184277658489578,29028982,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,3.92,4.08,4.08,3.87,-4.390243902439018,-0.17999999999999972,6150500,,,,,,,4.0451563412238185,4.0490047039355215,4.006955250688712,3.969357561458411,3.9147573089062617,3.8165601492056944,3.696314790612845,4.082000000000001,4.06999999999999,4.0040000000000004,3.9273333333333373,3.892800000000011,3.807599999999997,3.624300000000001,0.061377159873615014,6347234276,Finance,Regional Banks,stock,common,100,1,false,MYR
ACME,ACME HOLDINGS BERHAD,0.16,0.175,0.175,0.16,-8.571428571428562,-0.014999999999999986,2244600,,,,,,,0.17273340096577697,0.17855911451594642,0.1838232807937721,0.1868679159277903,0.19068183533533764,0.19740344201490206,0.20625245717387908,0.17399999999999996,0.18150000000000024,0.18625,0.18700000000000003,0.1939000000000001,0.19489999999999996,0.21522499999999983,0.006751816562510358,62782755,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.22,0.235,0.235,0.21,-10.20408163265306,-0.024999999999999994,3609300,,,,,,,0.24220285696126484,0.2520370524521435,0.2618247502074607,0.2637378958518053,0.2605448804256365,0.25057386542229154,0.240417590647619,0.2450000000000001,0.2519999999999999,0.27300000000000013,0.2760000000000001,0.2615,0.24474999999999958,0.23837499999999953,0.019974485131896175,85105972,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,0.9,1.02,1.02,0.88,-12.62135922330097,-0.13,6936000,,,,,,,1.0447526911788012,1.1124677359772017,1.1610449913590075,1.1685114328654842,1.1451965397742165,1.0520611614040767,0.9222717067228253,1.0820000000000003,1.1410000000000011,1.2045,1.211333333333333,1.1709999999999996,1.0453000000000001,0.848,0.05352695673222074,567015000,Technology Services,Packaged Software,stock,common,100,1,false,MYR
ADVCON,ADVANCECON HOLDINGS BERHAD,0.245,0.27,0.27,0.235,-10.909090909090919,-0.030000000000000027,1038100,,,,,,,0.26202159729316365,0.2664224005283876,0.26985113053183746,0.27144006193085785,0.27345370809838976,0.27711098063784656,0.2816996235215991,0.26500000000000096,0.2680000000000001,0.2727500000000009,0.2721666666666674,0.2736999999999995,0.27690000000000015,0.28307499999999897,0.00864996197316235,158221431,Industrial Services,Engineering & Construction,stock,common,1000,5,false,MYR
ADVENTA,ADVENTA BHD,0.27,0.29,0.295,0.27,-6.896551724137918,-0.019999999999999962,2037600,,,,,,,0.29113473517977223,0.30109245026548204,0.3093452976960629,0.31260200293529966,0.3142768843805532,0.3154176308412737,0.3343069357158673,0.2939999999999997,0.3049999999999999,0.31524999999999986,0.31450000000000045,0.3183,0.3076499999999998,0.31439642859999956,0.012322566424871171,88615751,Distribution Services,Medical Distributors,stock,common,1000,5,false,MYR
AEM,AE MULTI HOLDINGS BHD,0.115,0.12,0.12,0.115,-7.9999999999999964,-0.009999999999999995,125500,,,,,,,0.12182233562469916,0.12411902358109027,0.12661911957555874,0.12841881138203304,0.13085653035481998,0.1339794702676693,0.14087120633420283,0.12300000000000011,0.12450000000000001,0.12725000000000003,0.128,0.13360000000000027,0.13479999999999978,0.13735000000000075,0.0048691957858744295,27043791,Electronic Technology,Electronic Components,stock,common,1000,5,false,MYR
AEMULUS,AEMULUS HOLDINGS BERHAD,0.29,0.32,0.325,0.28,-12.121212121212132,-0.040000000000000036,11185700,,,,,,,0.3305696557445297,0.3505718199321964,0.3686547764115066,0.3748315644519536,0.3757675090854442,0.3662196056785872,0.35763160661982357,0.3360000000000004,0.3580000000000013,0.3829999999999996,0.3866666666666669,0.38309999999999955,0.36764999999999753,0.3364999999999989,0.021399432482938355,221531905,Electronic Technology,Electronic Equipment/Instruments,stock,common,1000,5,false,MYR
AEON,AEON CO. (M) BHD,1.29,1.38,1.38,1.24,-10.41666666666666,-0.1499999999999999,10294200,,,,,,,1.382664782271534,1.3869223098256585,1.3843985463127326,1.3801052071257272,1.3603501516736665,1.3036779491194526,1.252039932648528,1.4099999999999961,1.3890000000000005,1.3785000000000007,1.3820000000000017,1.4003999999999999,1.2719000000000007,1.1943000000000024,0.05973226068243415,2021760080,Retail Trade,Department Stores,stock,common,100,1,false,MYR
AEONCR,AEON CREDIT SERVICE (M) BHD,6.75,7.13,7.13,6.73,-6.38002773925104,-0.45999999999999996,1513400,,,,,,,7.065753966081583,7.1172986390561475,7.184802011132386,7.222660649003033,7.215358006901806,7.019824159842178,6.688856211257645,7.147999999999996,7.100999999999982,7.193000000000005,7.281666666666658,7.340199999999998,7.046999999999979,6.450550000000004,0.15859981205955373,3681536959,Finance,Finance/Rental/Leasing,stock,common,100,1,false,MYR
AFFIN,AFFIN BANK BERHAD,3,3.05,3.06,2.91,-2.9126213592232966,-0.08999999999999986,13098800,,,,,,,3.0234552712601377,2.9802326067943117,2.8958636109903604,2.8265347343456124,2.735089980339062,2.6113305186632125,2.4596691007062934,3.0400000000000027,2.959999999999998,2.9265000000000017,2.7823333333333338,2.6519999999999992,2.582,2.409099999999998,0.08589946170039522,7417503302,Finance,Major Banks,stock,common,100,1,false,MYR
AFUJIYA,ABM FUJIYA BERHAD,0.31,0.28,0.31,0.25,6.896551724137938,0.020000000000000018,166800,,,,,,,0.3117683124797529,0.3140880511661761,0.3187955436875535,0.32287848824973614,0.3282454981774294,0.33707191555648286,0.3487409521519594,0.31799999999999995,0.3134999999999995,0.3152500000000004,0.3268333333333334,0.3337999999999996,0.33605000000000035,0.352074999999999,0.013673741606025972,52199998,Consumer Durables,Automotive Aftermarket,stock,common,1000,5,false,MYR
AGES,AGESON BERHAD,0.105,0.125,0.125,0.1,-12.5,-0.015,11403700,,,,,,,0.11656314004884495,0.1178714618821105,0.1171289085397132,0.1154082370123524,0.11036708616695697,0.09846207759944382,0.09087454201366744,0.12,0.11950000000000001,0.11625,0.11600000000000006,0.11550000000000002,0.09319999999999999,0.07717499999999992,0.009288014825581307,37399811,Industrial Services,Engineering & Construction,stock,common,1000,5,false,MYR
AGES-PA,AGESON BERHAD - ICPS 2020/2030,0.025,0.025,0.04,0.025,-16.66666666666666,-0.0049999999999999975,5667100,,,,,,,0.030791271675128257,0.03436665935592292,0.03717326151396002,0.03763525662495447,0.036080392102378754,0.03051090227471837,0.024405003511368685,0.03199999999999999,0.03600000000000003,0.03975000000000001,0.038833333333333324,0.04000000000000001,0.027650000000000004,0.020024999999999956,0.0038260080727969127,37399811,Industrial Services,Engineering & Construction,stock,preferred,1000,5,false,MYR
AGMO,AGMO HOLDINGS BERHAD,0.56,0.605,0.615,0.55,-11.811023622047237,-0.07499999999999996,8399900,,,,,,,0.6300108985482312,0.6598782584777518,0.6800330221287646,0.6787318283517384,0.6596090646859294,0.6179740945510166,0.5954047266361334,0.6419999999999997,0.6695000000000002,0.7050000000000003,0.7011666666666669,0.6657000000000001,0.5842999999999994,0.5607749999999997,0.03181753905902551,206375000,Technology Services,Information Technology Services,stock,common,1000,5,false,MYR
