Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.945,0.955,0.955,0.945,-1.0471204188481684,-0.010000000000000009,435400,,,,,,,0.9490528743689238,0.945328657213021,0.9402545706429289,0.9357688298589766,0.9272495824897031,0.9076511825898873,0.8843134085268821,0.9520000000000003,0.9424999999999997,0.9404999999999994,0.9393333333333351,0.9226999999999989,0.9079500000000001,0.8657250000000009,0.01629885209065132,468170818,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
AASIA,ASTRAL ASIA BHD,0.125,0.13,0.13,0.125,-3.8461538461538494,-0.0050000000000000044,96200,,,,,,,0.12769466248260183,0.12841358414524437,0.12778991481640292,0.12625421067393355,0.12336533986385702,0.11935523916973098,0.11670633145887048,0.129,0.129,0.12975000000000003,0.1271666666666667,0.12110000000000012,0.11625000000000003,0.11532499999999979,0.006207119839601219,85797855,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.46,1.46,1.48,1.46,0,0,316400,,,,,,,1.4718107030181795,1.4836949153294023,1.49739883807161,1.4980025760517366,1.4970358934871502,1.5472502968395336,1.6105533723965215,1.4740000000000004,1.4849999999999997,1.5075000000000007,1.5283333333333347,1.4740000000000006,1.4851000000000008,1.7950499999999996,0.04237665650292182,652726327,Transportation,Airlines,stock,common,100,1,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.245,1.242,1.245,1.242,0.5654281098546137,0.007000000000000117,42500,,,,,,,1.2400901568585054,1.2384061980215817,1.2362763673304071,1.2346863221971147,1.232590091987718,1.2282176487550198,1.2190087634731046,1.239400000000003,1.2382999999999948,1.2360999999999982,1.2347000000000015,1.2295800000000008,1.2301700000000007,1.217129999999998,0.0026356279216236773,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,1,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,2.04,2.07,2.09,2.01,-1.9230769230769247,-0.040000000000000036,1430400,,,,,,,2.0927508947519557,2.108927776519853,2.0926532969825984,2.0574458299027385,1.9841931459275521,1.8407409786054931,1.6767908665334836,2.1080000000000014,2.131000000000002,2.108500000000001,2.0820000000000003,1.9538,1.796900000000003,1.5820500000000022,0.06955764463056324,639730548,Process Industries,Containers/Packaging,stock,common,100,1,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.11,0.11,0.11,0.11,-4.347826086956525,-0.0050000000000000044,34400,,,,,,,0.11359857735295012,0.11485488862448914,0.11522011121598262,0.11497108674537933,0.11455381869742708,0.11463080257126097,0.11581026965718676,0.11399999999999999,0.11600000000000006,0.11500000000000021,0.11550000000000012,0.11360000000000003,0.11359999999999999,0.1155249999999998,0.0037781349580614217,30348482,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,3.77,3.76,3.78,3.76,0.8021390374331497,0.029999999999999805,673900,,,,,,,3.7663365374438413,3.7864794944261893,3.80541613099311,3.8055316102883627,3.7845072023948876,3.7117356888404816,3.6174357472251204,3.7620000000000084,3.78999999999999,3.8334999999999924,3.818333333333337,3.8078000000000127,3.7002999999999964,3.550700000000001,0.04989345220354742,5789916294,Finance,Regional Banks,stock,common,100,1,false,MYR
ACME,ACME HOLDINGS BERHAD,0.18,0.18,0.185,0.18,0,0,284100,,,,,,,0.18520120367374146,0.19056340403188152,0.195999942556285,0.19808753274151836,0.19973022818914496,0.2047386073833281,0.21194435627975938,0.18599999999999994,0.1925000000000002,0.19899999999999998,0.2028333333333334,0.20010000000000017,0.19909999999999997,0.22544999999999976,0.007997423813771191,64576552.00000001,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.26,0.265,0.275,0.255,0,0,3296800,,,,,,,0.2583746896056846,0.25541038102826696,0.24875287134297125,0.244300134741166,0.2390316305534831,0.23344274061990197,0.22944325138653485,0.259,0.2585,0.24450000000000002,0.24033333333333343,0.23520000000000013,0.2289499999999996,0.23029999999999956,0.012070072855896365,90316537,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,1.2,1.2,1.24,1.2,0,0,1687000,,,,,,,1.1838635235311816,1.1710131073376435,1.1385905163332684,1.107569762932103,1.05166386923304,0.9465104965694251,0.8363046489146826,1.178,1.1820000000000004,1.135,1.0956666666666663,1.0484999999999998,0.9018999999999999,0.774,0.0478389413878084,660600000,Technology Services,Packaged Software,stock,common,100,1,false,MYR
