Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.955,0.95,0.955,0.94,0.5263157894736847,0.0050000000000000044,256100,,,,,,,0.9554865370294281,0.955702154030939,0.9526006186204152,0.9485345382260038,0.9401105537939597,0.9200681320041568,0.894222182465825,0.9550000000000003,0.9574999999999996,0.9544999999999992,0.9468333333333353,0.9403999999999985,0.9225500000000001,0.8758250000000011,0.013266768241768355,465719664,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
AASIA,ASTRAL ASIA BHD,0.12,0.12,0.125,0.12,-4.0000000000000036,-0.0050000000000000044,155000,,,,,,,0.11975372679607094,0.11963205009750018,0.12140008216528717,0.12221068992602094,0.12191397418001382,0.11962514720414277,0.11723881183254711,0.119,0.11750000000000001,0.12275000000000005,0.12483333333333331,0.12380000000000015,0.11765000000000005,0.11569999999999979,0.006113448087702959,82497940,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.46,1.46,1.47,1.46,-0.680272108843538,-0.010000000000000009,847200,,,,,,,1.4637662626927959,1.4662008573759944,1.474240578126228,1.4794725092786098,1.4846940335128727,1.5273539716764084,1.591101292678198,1.4640000000000004,1.4639999999999997,1.4720000000000009,1.4816666666666678,1.5158000000000005,1.4558000000000006,1.7191999999999994,0.027833869238045705,657197051,Transportation,Airlines,stock,common,100,1,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.254,1.253,1.254,1.253,0.07980845969673679,0.001000000000000112,23700,,,,,,,1.2520913808166685,1.249684085017988,1.2461325257652272,1.243464534611764,1.2396998167618105,1.2334458557490506,1.2231700253992734,1.252400000000003,1.2480999999999949,1.2455499999999984,1.2424000000000015,1.2385000000000004,1.233480000000001,1.220864999999998,0.0018403363734778876,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,1,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,2.06,2.03,2.07,2.02,0.980392156862746,0.020000000000000018,650900,,,,,,,2.066715384058119,2.0714183014654197,2.0754538990910896,2.065897490277202,2.0233766512247473,1.9004693979181577,1.7317376158278501,2.0740000000000007,2.0690000000000017,2.080500000000001,2.1003333333333334,2.0568,1.8840000000000037,1.6367000000000025,0.05507202822498607,627428049,Process Industries,Containers/Packaging,stock,common,100,1,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.11,0.11,0.11,0.11,0,0,30100,,,,,,,0.11184037837744029,0.11265211583598163,0.11344882861516392,0.11377280505641323,0.11393459330011309,0.11427515090170066,0.11546009312344167,0.11299999999999999,0.11300000000000007,0.11350000000000023,0.11500000000000012,0.11430000000000007,0.11339999999999996,0.11532499999999977,0.003453897228654451,29028982,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,4.06,4.05,4.07,4.02,0,0,2731100,,,,,,,3.9958351458866486,3.9369680434719396,3.88528698360938,3.8620993351926405,3.8295695678001307,3.7544298138234904,3.652970347117577,3.9799999999999995,3.91499999999999,3.8420000000000014,3.848000000000004,3.831000000000012,3.756899999999996,3.585850000000002,0.05527951973091365,6285310097,Finance,Regional Banks,stock,common,100,1,false,MYR
ACME,ACME HOLDINGS BERHAD,0.19,0.19,0.19,0.185,0,0,474500,,,,,,,0.19000672894750667,0.19058121054460195,0.19210405283235213,0.19368008265300374,0.19588638884647339,0.2012492703013665,0.2090695300742766,0.18899999999999995,0.19100000000000023,0.19000000000000003,0.1938333333333334,0.19990000000000013,0.19665,0.22057499999999983,0.006464118383205547,68164134,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.28,0.275,0.28,0.275,1.8181818181818195,0.0050000000000000044,846800,,,,,,,0.2848142100181567,0.2894995483249324,0.2847876909298024,0.27715220561583104,0.26521432170107734,0.25006370472868783,0.23896425709593194,0.2850000000000001,0.29900000000000004,0.2882500000000001,0.2745,0.2565000000000001,0.24069999999999958,0.23664999999999956,0.021041791494095817,95527112,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,1.26,1.26,1.27,1.25,0,0,889700,,,,,,,1.2675610274663478,1.2641639805685474,1.2392837132595411,1.2087364790226351,1.1488349195774519,1.029455227315966,0.8961956391521335,1.2760000000000002,1.270000000000001,1.2440000000000002,1.2139999999999995,1.1342999999999994,0.9926500000000001,0.821075,0.03729291921795098,693630000,Technology Services,Packaged Software,stock,common,100,1,false,MYR
ADVCON,ADVANCECON HOLDINGS BERHAD,0.275,0.275,0.275,0.275,-1.785714285714287,-0.0050000000000000044,325000,,,,,,,0.27827387484963745,0.27758266200064796,0.2762317673467247,0.276036149619903,0.27668957139035816,0.2793788225395337,0.2832879844207609,0.28000000000000097,0.2775000000000002,0.27425000000000077,0.2733333333333341,0.2771999999999995,0.27840000000000015,0.28527499999999895,0.006141563593489436,161098182,Industrial Services,Engineering & Construction,stock,common,1000,5,false,MYR
ADVENTA,ADVENTA BHD,0.325,0.335,0.335,0.325,-2.985074626865674,-0.010000000000000009,608500,,,,,,,0.3285033852007372,0.3263373088494146,0.3237391961403172,0.3223565264261795,0.3195624843533803,0.31784678705152036,0.3376034405556063,0.32999999999999974,0.3264999999999999,0.31899999999999973,0.32150000000000056,0.32609999999999995,0.3058000000000007,0.31743214305000006,0.012863401657205897,102366476,Distribution Services,Medical Distributors,stock,common,1000,5,false,MYR
AEM,AE MULTI HOLDINGS BHD,0.135,0.135,0.135,0.13,0,0,73700,,,,,,,0.13221498481864272,0.13105178865016714,0.131624276619836,0.13275009159317505,0.134286457980819,0.13623187987915525,0.1427267608194646,0.1310000000000001,0.12949999999999998,0.12975000000000006,0.13299999999999998,0.13690000000000027,0.13759999999999983,0.1377250000000007,0.006284164562022067,29207295,Electronic Technology,Electronic Components,stock,common,1000,5,false,MYR
