Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.95,0.94,0.965,0.935,1.0638297872340436,0.010000000000000009,493100,,,,,,,0.9405950280377254,0.9304144859199092,0.919666660211464,0.9143879746164523,0.9064124378682005,0.8883481946683631,0.8697691589611051,0.9430000000000002,0.9264999999999997,0.9132499999999995,0.9086666666666684,0.9097999999999993,0.8844500000000004,0.8508250000000007,0.01566759043552228,460817357,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
AASIA,ASTRAL ASIA BHD,0.115,0.115,0.12,0.115,-7.9999999999999964,-0.009999999999999995,120200,,,,,,,0.11894206857572584,0.11782414726408816,0.11606380399159234,0.11512112742502621,0.1141024712820588,0.11334657064211863,0.11334285206917326,0.12,0.11849999999999998,0.11425,0.11400000000000003,0.11350000000000011,0.11270000000000001,0.11382499999999984,0.005575676703433829,82497940,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.56,1.57,1.59,1.54,-0.6369426751592362,-0.010000000000000009,1206900,,,,,,,1.561611613401079,1.5485304344473774,1.5055677920781765,1.4793278076923404,1.4785620347119222,1.5665051033179695,1.634773014976108,1.5620000000000007,1.5579999999999994,1.5060000000000007,1.423000000000001,1.3946000000000012,1.5638000000000007,1.8905499999999995,0.065426775973643,701904290,Transportation,Airlines,stock,common,1000,5,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.233,1.24,1.24,1.233,0,0,4500,,,,,,,1.2324037103460659,1.23055594335219,1.2281465078208536,1.2275983236131494,1.2271940194384268,1.223852926644992,1.2148360662608864,1.232600000000003,1.231899999999995,1.2230999999999979,1.2251000000000012,1.2295400000000003,1.2268100000000008,1.2132199999999984,0.004934414270334688,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,5,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,2.14,2.08,2.15,2.08,3.381642512077309,0.07000000000000028,1320200,,,,,,,2.047940473273237,1.9803695677848423,1.9022869382194287,1.8561533518263598,1.7927187583874775,1.6839454765137944,1.5652505893582225,2.036000000000001,1.961000000000002,1.8630000000000009,1.8189999999999995,1.7808,1.664800000000003,1.4957000000000022,0.051420177771359286,636654923,Process Industries,Containers/Packaging,stock,common,1000,5,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.12,0.115,0.12,0.115,0,0,42400,,,,,,,0.11769027371108594,0.11541265124785756,0.11366262208330842,0.11313916946356552,0.11314010345961598,0.11413870993007133,0.11590176399500796,0.11699999999999997,0.11400000000000003,0.11225000000000016,0.11233333333333342,0.11220000000000006,0.11505000000000008,0.11562499999999978,0.003977674520605836,31667980,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,3.81,3.77,3.82,3.77,1.0610079575596827,0.040000000000000036,1791300,,,,,,,3.7933394085771943,3.7929974768516233,3.7869370466154875,3.7705611663214755,3.729638031136033,3.645792515888576,3.56342023824986,3.7940000000000085,3.7859999999999916,3.8019999999999916,3.789000000000003,3.7268000000000114,3.6034999999999964,3.5156000000000023,0.04613698454470489,5836359428,Finance,Regional Banks,stock,common,1000,5,false,MYR
ACME,ACME HOLDINGS BERHAD,0.215,0.215,0.22,0.215,0,0,321500,,,,,,,0.21303751381512448,0.21082055009710277,0.20625112214626393,0.20338466722761034,0.20221575665028194,0.20799390004955398,0.21511171198726395,0.21199999999999988,0.21200000000000013,0.20600000000000002,0.19850000000000004,0.19630000000000009,0.20619999999999994,0.22912499999999988,0.009474530247149405,77133102,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.235,0.225,0.235,0.225,2.1739130434782505,0.004999999999999977,992500,,,,,,,0.23244420273080332,0.23149534177619807,0.23027075965028831,0.22940499029513647,0.2281483380221084,0.22695844733947917,0.22576034192182537,0.23299999999999996,0.23150000000000018,0.22974999999999995,0.2285,0.22830000000000006,0.2247499999999997,0.22792499999999943,0.00792495024133371,79895402,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,1.02,1.01,1.04,1,0.990099009900991,0.010000000000000009,4985800,,,,,,,1.003363852306091,0.9950499426672896,0.982216912910193,0.9631583477928165,0.9194045232675618,0.8376973518862545,0.7604926167327883,1.001,0.99,0.9912500000000002,0.978833333333333,0.9258,0.7916,0.71635,0.03000678796789022,556005000,Technology Services,Packaged Software,stock,common,1000,5,false,MYR
