Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.89,0.885,0.89,0.885,0.56497175141243,0.0050000000000000044,17900,,,,,,,0.8906704194403348,0.8956227625015066,0.9012200994589649,0.9054339984094797,0.9113797414471935,0.9124824190269413,0.8988748470702809,0.8890000000000005,0.8979999999999999,0.9042499999999993,0.9026666666666685,0.9168999999999984,0.9240000000000002,0.8970000000000007,0.009619237113423915,433854635,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
99SMART,99 SPEED MART RETAIL HOLDINGS BERHAD,1.9,1.89,1.92,1.88,0.5291005291005296,0.010000000000000009,29540700,,,,,,,1.8924444444444444,,,,,,,1.892,,,,,,,,15876000000,Retail Trade,Food Retail,stock,common,100,1,false,MYR
AASIA,ASTRAL ASIA BHD,0.11,0.11,0.11,0.11,0,0,80000,,,,,,,0.10992714897087053,0.11019945182269025,0.11155103673171854,0.11295383813936906,0.11499530112791233,0.1166145155753131,0.11639744251243163,0.10999999999999996,0.10949999999999997,0.11150000000000004,0.11316666666666662,0.11540000000000013,0.11914999999999999,0.11552499999999988,0.003017892505665489,76159598,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.5,1.45,1.52,1.45,3.448275862068969,0.050000000000000044,3159800,,,,,,,1.408104744339435,1.3674856940167708,1.3507609514812255,1.3560281603225783,1.3766057067068111,1.431070519629421,1.512528328458196,1.3800000000000003,1.3389999999999993,1.3305000000000002,1.3343333333333347,1.3818000000000001,1.4454000000000014,1.5520999999999985,0.049223368012964744,648255603,Transportation,Airlines,stock,common,100,1,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.219,1.219,1.219,1.219,0,0,6700,,,,,,,1.2216981161288722,1.223212672349519,1.227254985815004,1.230910832797542,1.2347394631634425,1.2353014657554782,1.2283760482717665,1.2228000000000037,1.2232999999999943,1.2233499999999986,1.2348333333333348,1.2416600000000009,1.2368200000000007,1.2307249999999983,0.0035671794424710457,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,1,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,2,1.96,2.04,1.93,2.5641025641025665,0.050000000000000044,704500,,,,,,,1.9718533240471066,1.972259816336665,1.9718036320686474,1.9732615065546228,1.9751408779612867,1.9352911284280823,1.8102820262866446,1.9600000000000002,1.973,1.9815,1.957,1.9780000000000004,1.9911000000000008,1.778999999999999,0.05906828350057688,599747425,Process Industries,Containers/Packaging,stock,common,100,1,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.1,0.1,0.1,0.1,5.263157894736847,0.0050000000000000044,26100,,,,,,,0.09767685154083505,0.0976758198355838,0.09889480643868928,0.10044142224746998,0.1031297134834119,0.10711652944149444,0.11093591543280627,0.09699999999999999,0.09750000000000007,0.09850000000000021,0.09950000000000013,0.10440000000000003,0.10915,0.11292499999999972,0.0026378940147904584,26389985,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,4.4,4.31,4.4,4.31,1.1494252873563382,0.05000000000000071,975200,,,,,,,4.347438286075938,4.335393632354369,4.312244683924832,4.274217820480905,4.1942126560813815,4.038813828935327,3.8549577281383325,4.330000000000001,4.318999999999988,4.355999999999999,4.292666666666665,4.181800000000012,3.996999999999997,3.764700000000003,0.0910660458125254,6734260765,Finance,Regional Banks,stock,common,100,1,false,MYR
ACME,ACME HOLDINGS BERHAD,0.165,0.165,0.165,0.165,-2.9411764705882377,-0.0050000000000000044,20000,,,,,,,0.1672436877853013,0.16790184587324883,0.16946670129094296,0.17141873125779858,0.175615222944504,0.18459263352089336,0.19652622752987522,0.16700000000000004,0.16750000000000023,0.17025000000000007,0.1698333333333334,0.17600000000000024,0.18864999999999996,0.2019499999999999,0.005787047910458739,60988964,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.225,0.23,0.23,0.225,-2.1739130434782625,-0.0050000000000000044,57500,,,,,,,0.22896266253876824,0.23007105878217662,0.23234799348999446,0.2355519588431566,0.2402463254635916,0.24218766964175542,0.23834990312163948,0.2290000000000001,0.23099999999999993,0.2300000000000002,0.2331666666666667,0.24710000000000001,0.24654999999999958,0.23490000000000014,0.007908092762651284,79895402,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,0.965,0.965,0.965,0.955,0,0,300300,,,,,,,0.9556215177270032,0.9553293029470382,0.9743443627921831,0.997699298054938,1.0280284832789381,1.0217380922058914,0.9402144109310187,0.9490000000000002,0.9455000000000009,0.9682500000000003,0.9934999999999995,1.0718999999999996,1.0813000000000004,0.9005500000000001,0.0326430844552559,531232000,Technology Services,Packaged Software,stock,common,1000,5,false,MYR
ADVCON,ADVANCECON HOLDINGS BERHAD,0.255,0.245,0.255,0.245,4.081632653061228,0.010000000000000009,12000,,,,,,,0.2516060552618835,0.2526681375972771,0.25512522370580754,0.2573765540194271,0.2611407349726045,0.2676859778482698,0.27511395875032546,0.25300000000000106,0.2520000000000001,0.256000000000001,0.25750000000000084,0.2631999999999995,0.2703000000000001,0.277474999999999,0.00834607473151356,140960911,Industrial Services,Engineering & Construction,stock,common,1000,5,false,MYR
ADVENTA,ADVENTA BHD,0.295,0.315,0.315,0.29,-7.812500000000007,-0.025000000000000022,1362900,,,,,,,0.2938952983630298,0.2899614595750626,0.28979209470298284,0.2920221226023202,0.29659521243105513,0.30356161292900113,0.32248552426124844,0.2899999999999997,0.2870000000000001,0.28749999999999976,0.29066666666666724,0.2993999999999999,0.30980000000000074,0.3096749999999999,0.013198258323033537,97782898,Distribution Services,Medical Distributors,stock,common,1000,5,false,MYR
AEM,AE MULTI HOLDINGS BHD,0.115,0.1,0.115,0.1,15,0.015,3700,,,,,,,0.1058015579658247,0.10492083663380572,0.10678378564041609,0.10950854199590392,0.11445650401261949,0.1222903020526958,0.13242119494576443,0.10300000000000006,0.10350000000000004,0.10550000000000008,0.1093333333333333,0.11630000000000029,0.12709999999999982,0.13285000000000077,0.005038701058270466,21635033,Electronic Technology,Electronic Components,stock,common,1000,5,false,MYR
AEMULUS,AEMULUS HOLDINGS BERHAD,0.265,0.27,0.275,0.265,-1.8518518518518534,-0.0050000000000000044,327700,,,,,,,0.2692131227419717,0.27510286008705037,0.2870101882063325,0.29845857853021973,0.3157142087939375,0.3330028153186409,0.34117172300807586,0.2670000000000004,0.2755000000000014,0.28674999999999956,0.2973333333333334,0.3290999999999994,0.3496999999999975,0.33659999999999907,0.013175213680367323,181261468,Electronic Technology,Electronic Equipment/Instruments,stock,common,1000,5,false,MYR
AEON,AEON CO. (M) BHD,1.46,1.44,1.47,1.43,1.3888888888888902,0.020000000000000018,1130600,,,,,,,1.4379459833492128,1.4353403339051491,1.4374789778609214,1.4341767576062423,1.4192136512207536,1.3682928162578485,1.3030630276814474,1.4299999999999962,1.4240000000000006,1.4545000000000006,1.446000000000002,1.4184,1.3757000000000006,1.2477000000000025,0.05237320856538164,2021760080,Retail Trade,Department Stores,stock,common,100,1,false,MYR
AEONCR,AEON CREDIT SERVICE (M) BHD,7.32,7.31,7.36,7.31,-0.8130081300812955,-0.05999999999999961,91900,,,,,,,7.293894338176364,7.250439524849865,7.204350445196816,7.1878407457467715,7.177250155223439,7.077381849521732,6.807869761717352,7.295999999999997,7.222999999999983,7.189000000000003,7.135666666666659,7.150999999999995,7.246999999999977,6.656150000000001,0.11406843178439922,3768341614,Finance,Finance/Rental/Leasing,stock,common,100,1,false,MYR
AFFIN,AFFIN BANK BERHAD,2.88,2.91,2.91,2.86,-0.6896551724137937,-0.020000000000000018,1404000,,,,,,,2.905728952072192,2.9567453614985033,3.02230243560277,3.031302470215245,2.986009386172049,2.8407491298816656,2.634907983418819,2.892000000000003,2.9439999999999977,3.094000000000002,3.1266666666666665,3.0525999999999995,2.7738999999999994,2.5748499999999983,0.08464635537273316,6961411288,Finance,Major Banks,stock,common,100,1,false,MYR
AFUJIYA,ABM FUJIYA BERHAD,0.315,0.315,0.315,0.315,0,0,0,,,,,,,0.31498277585334555,0.314693763570281,0.31408301420597545,0.31456936899231874,0.31737742876858405,0.3258496537553006,0.3392019776512817,0.315,0.31499999999999945,0.31350000000000044,0.3116666666666669,0.3130999999999996,0.3253500000000002,0.344299999999999,0.002202427406400411,56700000,Consumer Durables,Automotive Aftermarket,stock,common,1000,5,false,MYR
AGES,AGESON BERHAD,0.11,0.11,0.11,0.11,-4.347826086956525,-0.0050000000000000044,4000,,,,,,,0.1110842750180503,0.11103812775287358,0.11277078027636121,0.11393582037755087,0.1135902591584173,0.1065182382164694,0.09768226874976585,0.11100000000000006,0.10900000000000001,0.11275000000000004,0.11700000000000008,0.11670000000000005,0.10710000000000008,0.08789999999999991,0.006769356557702729,35841487,Industrial Services,Engineering & Construction,stock,common,1000,5,false,MYR
AGES-PA,AGESON BERHAD - ICPS 2020/2030,0.025,0.02,0.025,0.02,-28.571428571428577,-0.010000000000000002,174000,,,,,,,0.030808988566356773,0.0317492149217065,0.032715502968778974,0.033409017861409734,0.033896974734148946,0.031723879317287734,0.026745692990059345,0.03199999999999998,0.03150000000000003,0.033250000000000016,0.03333333333333334,0.03580000000000002,0.03365,0.023749999999999986,0.0029361985753710023,35841487,Industrial Services,Engineering & Construction,stock,preferred,1000,5,false,MYR
AGMO,AGMO HOLDINGS BERHAD,0.585,0.575,0.59,0.57,1.7391304347826104,0.010000000000000009,980500,,,,,,,0.5773063348193193,0.5809624465814859,0.5942392074507036,0.606127160589645,0.6177038696743709,0.611802717648609,0.598389515552536,0.5729999999999997,0.5780000000000002,0.593,0.609666666666667,0.6449000000000003,0.6226499999999996,0.5651749999999999,0.023151630731716142,186875000,Technology Services,Information Technology Services,stock,common,1000,5,false,MYR
AGRICOR,AGRICORE CS HOLDINGS BERHAD,0.52,0.525,0.535,0.52,0,0,878400,,,,,,,0.5232853362941499,0.530525806949771,0.5491502284695762,0.5709045058305938,0.6160805208321273,,,0.5230000000000002,0.5285000000000002,0.5482499999999998,0.5683333333333332,0.599,,,0.019412239635957396,,Distribution Services,Food Distributors,stock,common,1000,5,false,MYR
AGX,AGX GROUP BERHAD,0.565,0.53,0.575,0.53,7.619047619047604,0.039999999999999925,12867100,,,,,,,0.530580106186494,0.5209398629752628,0.5124463282390319,0.5022631461970598,0.47752207601432667,0.4324350403710108,,0.518,0.519,0.50575,0.5171666666666668,0.48529999999999984,0.39880000000000004,,0.042127796302776285,227255000,Transportation,Air Freight/Couriers,stock,common,1000,5,false,MYR
AHB,AHB HOLDINGS BHD,0.05,0.05,0.05,0.045,0,0,9598800,,,,,,,0.04620183723282915,0.04374515400126981,0.044829691290607945,0.0496518655555685,0.06148726436570514,0.08362214259402048,0.10406252751357854,0.04500000000000009,0.041499999999999905,0.041250000000000106,0.04300000000000015,0.06240000000000011,0.0976500000000001,0.11507499999999996,0.006957721967582928,37205430,Consumer Durables,Home Furnishings,stock,common,1000,5,false,MYR
AHEALTH,APEX HEALTHCARE BHD,2.72,2.76,2.76,2.72,-1.090909090909084,-0.029999999999999805,19800,,,,,,,2.7214879553019142,2.7187666577160416,2.722823303079936,2.7328150543558585,2.759798857671027,2.8020783837033205,2.7785234408115356,2.719999999999999,2.711000000000006,2.7244999999999977,2.7199999999999944,2.7562,2.8733000000000026,2.8190000000000026,0.04031649465177045,1980176239,Distribution Services,Medical Distributors,stock,common,100,1,false,MYR
AIM,ADVANCE INFORMATION MARKETING,0.07,0.065,0.07,0.065,0,0,20100,,,,,,,0.06978430921276647,0.06988750691716283,0.07094143211711842,0.07222004956966903,0.07386088607873484,0.07616027928095091,0.08367494104237014,0.06899999999999999,0.07050000000000003,0.0695,0.07249999999999994,0.07669999999999988,0.0752000000000001,0.08127267999999982,0.004949552368747222,25628836,Commercial Services,Miscellaneous Commercial Services,stock,common,1000,5,false,MYR
AIMFLEX,AIMFLEX BERHAD,0.175,0.175,0.18,0.175,0,0,5794000,,,,,,,0.1797506696044138,0.18285171430884098,0.18519879086515265,0.18603410459441425,0.18568887924352864,0.18202198919862247,0.17802202915615953,0.1810000000000001,0.18450000000000016,0.1869999999999999,0.18616666666666676,0.19009999999999969,0.18099999999999972,0.17225000000000004,0.008415895666250776,257752629,Technology Services,Packaged Software,stock,common,1000,5,false,MYR
AIRPORT,MALAYSIA AIRPORTS HOLDINGS BHD,10.4,10.42,10.44,10.36,0,0,2241000,,,,,,,10.37745168299772,10.34188338221462,10.288053320298658,10.242929270746785,10.166193436741365,9.914081010550323,9.313097391712356,10.360000000000003,10.318000000000008,10.296000000000005,10.21966666666667,10.142599999999993,10.0803,9.154500004999981,0.13978827872497476,17352964305,Transportation,Other Transportation,stock,common,100,2,false,MYR
AJI,AJINOMOTO (M) BHD,15.32,15.02,15.4,15,1.861702127659582,0.28000000000000114,155700,,,,,,,15.065418499718872,14.97354328691245,14.872592423518745,14.854747294748558,14.997912338216556,15.522496737736475,15.891141537902566,14.975999999999981,14.970000000000004,14.85,14.674666666666683,14.765199999999984,15.787600010000004,16.47760001999999,0.2642258062256361,914409955,Consumer Non-Durables,Food: Specialty/Candy,stock,common,100,2,false,MYR
AJIYA,AJIYA BHD,1.42,1.4,1.42,1.4,0,0,25700,,,,,,,1.4256673896361738,1.4335477124625093,1.4409933478505195,1.4447043195226632,1.4511516062779444,1.4651390904599655,1.4777745092163295,1.4219999999999995,1.438000000000002,1.4460000000000002,1.446333333333335,1.4477999999999978,1.4728000000000006,1.4909499999999987,0.017871835687854054,414255000,Distribution Services,Wholesale Distributors,stock,common,100,1,false,MYR
ALAM,ALAM MARITIM RESOURCES BHD,0.03,0.03,0.035,0.03,0,0,379800,,,,,,,0.031839392272982804,0.03258330459114734,0.033230023935529915,0.03345972414339627,0.033200465352076027,0.03167678523044988,0.03019922755924544,0.03300000000000001,0.03250000000000002,0.03350000000000003,0.03383333333333336,0.034499999999999996,0.030949999999999974,0.02860000000000005,0.004857529915826243,45954861,Industrial Services,Oilfield Services/Equipment,stock,common,1000,5,false,MYR
ALAQAR,AL-AQAR HEALTHCARE REIT,1.34,1.32,1.34,1.32,1.5151515151515165,0.020000000000000018,58700,,,,,,,1.3255101066819621,1.3212409803650307,1.3183092889460022,1.315551234133034,1.30996655892746,1.2992278681625467,1.2860112120917748,1.324000000000002,1.317000000000001,1.3189999999999968,1.3186666666666644,1.3092000000000021,1.2964999999999969,1.2792499999999947,0.015340306944095038,1108269011,Finance,Real Estate Investment Trusts,fund,reit,100,1,false,MYR
ALCOM,ALCOM GROUP BERHAD,0.775,0.775,0.775,0.775,0,0,0,,,,,,,0.7718095703700998,0.7712427917612048,0.776609646486416,0.7839135411934731,0.7968255365155741,0.8130402862128644,0.8226883574273093,0.7679999999999997,0.7720000000000011,0.7742499999999994,0.7838333333333343,0.7999000000000003,0.8305500000000008,0.8235749999999991,0.012557196986504546,104106399,Non-Energy Minerals,Aluminum,stock,common,1000,5,false,MYR
