Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.915,0.91,0.915,0.91,0.5494505494505499,0.0050000000000000044,10100,,,,,,,0.9113343713852501,0.9097720457905052,0.910684592088015,0.9140367676849984,0.9186102348822626,0.9158199624337479,0.8988332965807291,0.9120000000000005,0.9089999999999996,0.9029999999999992,0.911333333333335,0.9286999999999985,0.9240500000000001,0.8927500000000009,0.011669748163502807,446110434,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
AASIA,ASTRAL ASIA BHD,0.115,0.105,0.115,0.105,4.545454545454549,0.0050000000000000044,15000,,,,,,,0.11267404255950612,0.11339039991092374,0.1149180277034729,0.11617252409331726,0.11768192236156641,0.11818621458062914,0.11712204475207298,0.11199999999999999,0.11349999999999996,0.11500000000000003,0.11699999999999998,0.1190000000000001,0.11975000000000004,0.11559999999999988,0.004327532083220409,76159598,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.31,1.31,1.32,1.3,0,0,514000,,,,,,,1.315493723387636,1.3227233617396117,1.343416867697323,1.3640296943286494,1.3944885666177802,1.4532014405185754,1.5326316853884665,1.3180000000000007,1.3209999999999995,1.3335000000000004,1.3750000000000016,1.4125999999999999,1.4370000000000007,1.5900999999999985,0.04115573429270993,585665362,Transportation,Airlines,stock,common,100,1,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.224,1.268,1.268,1.21,0.16366612111292977,0.0020000000000000018,29000,,,,,,,1.2238745985748718,1.2282299113355923,1.2358185998899995,1.2393697546417852,1.2411325613398099,1.238272984697465,1.2289720750529933,1.2232000000000034,1.2235999999999945,1.2424499999999985,1.2456666666666683,1.245940000000001,1.237530000000001,1.2293099999999983,0.006409283958635524,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,1,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,1.99,1.96,1.99,1.9,0.5050505050505055,0.010000000000000009,337900,,,,,,,1.9877347631703113,1.9788850574468158,1.969521409006372,1.9728081364618506,1.975579692015205,1.9255473600504196,1.7911093623471837,1.9939999999999998,1.9849999999999999,1.9390000000000007,1.9516666666666667,2.001199999999999,1.964200000000001,1.7406999999999988,0.0634894649400369,608974300,Process Industries,Containers/Packaging,stock,common,100,1,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.1,0.095,0.1,0.095,5.263157894736847,0.0050000000000000044,101800,,,,,,,0.09866250647926623,0.09948638382024093,0.10148904716950939,0.10331515803188128,0.10592861305676395,0.10925294620748814,0.1123507724197087,0.09799999999999998,0.0995000000000001,0.10050000000000026,0.10400000000000012,0.10770000000000003,0.11069999999999998,0.11419999999999969,0.002963135347794917,25070485,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,4.31,4.33,4.36,4.29,0,0,3590500,,,,,,,4.358920929440528,4.35126246779491,4.283871266037733,4.2201664231941125,4.123335271777281,3.9693251089434023,3.800814610350006,4.380000000000001,4.405999999999989,4.2654999999999985,4.200333333333332,4.062600000000011,3.935199999999997,3.7134000000000014,0.10129679294830495,6672336586,Finance,Regional Banks,stock,common,100,1,false,MYR
ACME,ACME HOLDINGS BERHAD,0.17,0.17,0.17,0.165,0,0,323900,,,,,,,0.17154910161267845,0.17211036590008155,0.17335932035209417,0.17556622770466723,0.18002361645398712,0.1887538944424867,0.1998775571853002,0.173,0.1730000000000002,0.17100000000000004,0.17450000000000004,0.18060000000000018,0.19039999999999996,0.20639999999999986,0.0065168993422133415,60988964,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.23,0.23,0.235,0.23,0,0,251400,,,,,,,0.2282147366968621,0.22937309310773066,0.23489414751569912,0.23999502635219794,0.24493518657245092,0.24469134543567625,0.2390717478729759,0.22700000000000004,0.2274999999999999,0.23325000000000023,0.2395000000000001,0.2589,0.24584999999999962,0.23535000000000006,0.009847896566868465,79895402,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,0.985,0.98,1.01,0.98,0.5102040816326535,0.0050000000000000044,388300,,,,,,,0.9804443363210129,0.9939348713717802,1.0249851309226794,1.0505026664504042,1.0717701796467816,1.0396473510851918,0.939190774363653,0.9730000000000001,0.9965000000000013,1.0167500000000005,1.058166666666666,1.1334999999999997,1.08155,0.883775,0.04226090077608365,539490000,Technology Services,Packaged Software,stock,common,1000,5,false,MYR
ADVCON,ADVANCECON HOLDINGS BERHAD,0.255,0.255,0.26,0.255,-3.7735849056603805,-0.010000000000000009,116000,,,,,,,0.25974261302581847,0.2605357691607176,0.2618316849869123,0.2634109810626349,0.2662974085973209,0.27159117476055805,0.27782281279507576,0.260000000000001,0.2610000000000002,0.26025000000000104,0.26283333333333414,0.26739999999999947,0.27355000000000007,0.27972499999999906,0.0065028944975080724,152467913,Industrial Services,Engineering & Construction,stock,common,1000,5,false,MYR
ADVENTA,ADVENTA BHD,0.28,0.28,0.29,0.28,0,0,193800,,,,,,,0.28246846636505757,0.2867490286173861,0.2921743268876167,0.29626631568966577,0.30149063965523354,0.30751559266159245,0.3265675198014522,0.2819999999999997,0.2895,0.2917499999999997,0.2961666666666672,0.3053999999999999,0.3095000000000007,0.31144999999999995,0.011540484373123374,85560038,Distribution Services,Medical Distributors,stock,common,1000,5,false,MYR
AEM,AE MULTI HOLDINGS BHD,0.105,0.105,0.105,0.105,0,0,1100,,,,,,,0.10612968211520916,0.10838302700012949,0.1123903649238402,0.11562950512980534,0.12037031389711007,0.12686654368476669,0.13576500259552288,0.10600000000000007,0.10850000000000004,0.1130000000000001,0.1168333333333333,0.12200000000000026,0.1299999999999998,0.13490000000000077,0.0028130019068801854,22716784,Electronic Technology,Electronic Components,stock,common,1000,5,false,MYR
