Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.945,0.95,0.955,0.945,-0.5263157894736847,-0.0050000000000000044,372000,,,,,,,0.9465712220352367,0.9453152450099866,0.941526411838878,0.9374621862787614,0.9292644317067423,0.9098282005120688,0.8861074731936145,0.9470000000000003,0.9464999999999997,0.9402499999999995,0.9416666666666683,0.9255999999999988,0.9110500000000001,0.867450000000001,0.015351158178994509,465719664,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
AASIA,ASTRAL ASIA BHD,0.125,0.125,0.125,0.12,0,0,388300,,,,,,,0.1257984185133635,0.12686964901719244,0.12706630231354146,0.12602678473789283,0.12355020972056686,0.11968397508218549,0.11695144841969742,0.126,0.1275,0.12850000000000003,0.12816666666666665,0.12190000000000013,0.11660000000000004,0.11547499999999979,0.005966487714141356,82497940,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.47,1.49,1.51,1.47,-1.342281879194632,-0.020000000000000018,841800,,,,,,,1.479425393486868,1.4841274179377417,1.4943546733973838,1.4958257469479308,1.4958178666792539,1.5437104067385188,1.606888979763278,1.4760000000000004,1.4819999999999998,1.4940000000000004,1.523000000000001,1.4870000000000005,1.4789000000000008,1.7820499999999995,0.040576353621326264,666138499,Transportation,Airlines,stock,common,100,1,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.245,1.245,1.245,1.245,0,0,0,,,,,,,1.2435452316617794,1.2413885186759828,1.2385389918496126,1.2365565006903236,1.2339935751126114,1.2291950084192358,1.219776926906935,1.2436000000000031,1.2402999999999949,1.2378499999999983,1.2362000000000017,1.2305800000000007,1.230690000000001,1.217844999999998,0.0021102312477431556,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,1,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,2.08,2.06,2.1,2.06,0.9708737864077678,0.020000000000000018,85300,,,,,,,2.079333598445024,2.0928687821810463,2.0876480902714225,2.0603285000670635,1.9942747467054946,1.8542865927529248,1.6885105703399175,2.0680000000000014,2.104000000000002,2.1145000000000014,2.0973333333333333,1.9760000000000002,1.8141000000000032,1.592750000000002,0.06556054856171555,633579298,Process Industries,Containers/Packaging,stock,common,100,1,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.11,0.11,0.11,0.11,-4.347826086956525,-0.0050000000000000044,129700,,,,,,,0.11291809699346671,0.11401143035856694,0.1146868311014388,0.11465374893870822,0.11440820058600086,0.11455329375016811,0.11573657112942211,0.11299999999999999,0.11400000000000006,0.1155000000000002,0.11566666666666678,0.11350000000000005,0.11349999999999999,0.11542499999999978,0.0039980184048327054,30348482,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,3.77,3.76,3.78,3.76,0.5333333333333339,0.020000000000000018,1090600,,,,,,,3.7674330481315086,3.77848501234913,3.796066217739093,3.799010789947396,3.7828369771396835,3.7151211608512758,3.6219427788837963,3.7640000000000087,3.763999999999991,3.821999999999993,3.817333333333337,3.8114000000000128,3.710199999999996,3.555900000000002,0.047206965922446664,5805397339,Finance,Regional Banks,stock,common,100,1,false,MYR
ACME,ACME HOLDINGS BERHAD,0.19,0.19,0.19,0.185,0,0,278800,,,,,,,0.1885781344218493,0.1903085811714813,0.1944437540215483,0.1966210209805945,0.198629800123819,0.20388026994580796,0.21129579721425984,0.18599999999999992,0.18950000000000022,0.19624999999999998,0.2008333333333334,0.20040000000000016,0.19849999999999998,0.22452499999999978,0.008039482550603248,68164134,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.3,0.29,0.31,0.27,5.263157894736848,0.015000000000000013,8081500,,,,,,,0.28062953766094356,0.27030365722735283,0.25880314701883594,0.252083380423695,0.24445659891736007,0.2365520734045199,0.23113693646978534,0.276,0.2685,0.25375000000000003,0.24583333333333343,0.23900000000000013,0.2308499999999996,0.23132499999999953,0.015079427866036554,99000821,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,1.27,1.3,1.3,1.26,-2.3076923076923097,-0.030000000000000027,1774900,,,,,,,1.242255858824054,1.212944068556831,1.1705811847025038,1.1354462404132477,1.0753146418149726,0.9647904333887055,0.8488327329384117,1.236,1.2010000000000005,1.168,1.1224999999999996,1.0681999999999996,0.9205500000000001,0.78305,0.04836084337792095,715650000,Technology Services,Packaged Software,stock,common,100,1,false,MYR
ADVCON,ADVANCECON HOLDINGS BERHAD,0.275,0.275,0.28,0.275,0,0,481600,,,,,,,0.27231477635892315,0.27150386740685717,0.2727170502191089,0.27418807664854244,0.2762722404820787,0.2799624209296663,0.28406982099005657,0.2710000000000009,0.27050000000000013,0.27150000000000085,0.2758333333333341,0.27799999999999947,0.2796000000000002,0.28704999999999886,0.006674164433319097,158221431,Industrial Services,Engineering & Construction,stock,common,1000,5,false,MYR
ADVENTA,ADVENTA BHD,0.315,0.31,0.315,0.31,1.6129032258064528,0.0050000000000000044,483000,,,,,,,0.3100055015783597,0.3116777373206137,0.31570232715133645,0.31665329099632866,0.31506375588402025,0.3154284973180197,0.33899190005538454,0.3079999999999997,0.3099999999999999,0.31824999999999964,0.3248333333333339,0.3161999999999999,0.30270000000000064,0.3205035717500001,0.014283774825842432,94727185,Distribution Services,Medical Distributors,stock,common,1000,5,false,MYR
