Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.905,0.905,0.905,0.905,0,0,21600,,,,,,,0.9089690725373902,0.9095762900822827,0.9087873317788842,0.9095304185009709,0.9124556323914191,0.9129384913254627,0.9002975350508594,0.9090000000000005,0.9129999999999999,0.9067499999999994,0.9075000000000019,0.9094999999999983,0.9253500000000001,0.8990750000000007,0.009096047311290106,443659251,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
99SMART,99 SPEED MART RETAIL HOLDINGS BERHAD,2.25,2.24,2.32,2.2,0.896860986547086,0.020000000000000018,50508300,,,,,,,2.192056168041231,2.1184124701322733,,,,,,2.2039999999999997,2.099,,,,,,0.07617711370262378,18732000000,Retail Trade,Food Retail,stock,common,100,1,false,MYR
AASIA,ASTRAL ASIA BHD,0.105,0.105,0.105,0.105,0,0,10100,,,,,,,0.10551022203287536,0.10659329665031089,0.10840031100697994,0.10998675405945758,0.112424244773714,0.11496123312696527,0.11555610904018926,0.10499999999999995,0.10699999999999991,0.10850000000000004,0.11016666666666662,0.11370000000000013,0.11875,0.1153749999999999,0.0022899928226652573,72697796,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.97,1.91,2,1.91,4.232804232804237,0.08000000000000007,13566600,,,,,,,1.8133566849109277,1.6982648093767578,1.5757349802130696,1.5196073885687775,1.4773007399311175,1.4758835228824922,1.528652753479433,1.7740000000000002,1.6769999999999996,1.4995000000000003,1.4400000000000015,1.4248000000000005,1.4684000000000017,1.5363999999999987,0.07531962270060522,844967614,Transportation,Airlines,stock,common,100,1,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.228,1.228,1.228,1.228,0.08149959250202851,0.0009999999999998899,17500,,,,,,,1.2268003574382962,1.226070680919379,1.2268159175757851,1.228913890363929,1.2322380965306536,1.2338440505334456,1.2282102021891272,1.226000000000004,1.2256999999999942,1.2246999999999983,1.224333333333335,1.2372800000000008,1.2381000000000006,1.231574999999998,0.003154675911364635,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,1,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,1.97,1.99,1.99,1.97,-1.5000000000000013,-0.030000000000000027,53900,,,,,,,1.9836162628619682,1.985140691842515,1.983211534986007,1.9818983019632304,1.9807220630376219,1.9450539797465478,1.8261849014963483,1.9779999999999993,1.9960000000000009,1.9845000000000002,1.9846666666666666,1.9648,2.012600000000001,1.8086499999999992,0.052479518020632235,615125549,Process Industries,Containers/Packaging,stock,common,100,1,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.095,0.1,0.1,0.095,-5.000000000000004,-0.0050000000000000044,2300,,,,,,,0.09827290291057804,0.0987090367451997,0.09907480873695274,0.09991962315571486,0.10198734374144819,0.10584517948273814,0.10994491541363423,0.09899999999999998,0.09950000000000009,0.09850000000000023,0.09900000000000013,0.10200000000000004,0.10815,0.11202499999999971,0.0028407322513464136,25070485,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,4.4,4.4,4.4,4.34,-1.1235955056179736,-0.04999999999999982,702100,,,,,,,4.39875366572529,4.395710701630749,4.372773621321232,4.338544589991497,4.262146677395844,4.101698119182481,3.903709438579583,4.380000000000003,4.419999999999989,4.365999999999998,4.379333333333332,4.266600000000011,4.0509999999999975,3.808250000000003,0.09327479627183807,6889071214,Finance,Regional Banks,stock,common,100,1,false,MYR
ACME,ACME HOLDINGS BERHAD,0.165,0.165,0.17,0.165,3.1250000000000027,0.0050000000000000044,218600,,,,,,,0.16539317015424854,0.16629473872082465,0.16760134305572055,0.16917191283647257,0.17286876146586547,0.18162855078039994,0.193953351721566,0.16600000000000004,0.16650000000000023,0.16725000000000004,0.16916666666666674,0.17160000000000025,0.18564999999999998,0.1978249999999999,0.006587206212532078,57401376,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.23,0.23,0.23,0.23,0,0,57800,,,,,,,0.2309586385825255,0.2313226676910784,0.23207583633503534,0.23394889362419843,0.23777982557883146,0.24053502244913455,0.23781962632821355,0.23200000000000012,0.23149999999999982,0.23225000000000023,0.23066666666666671,0.23659999999999998,0.24689999999999956,0.23542500000000013,0.005828039310496596,79895402,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
