Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.93,0.935,0.935,0.93,-1.0638297872340319,-0.009999999999999898,301800,,,,,,,0.9372709272183407,0.9413350639933078,0.9447056630006916,0.9443606037446186,0.9396881182423171,0.922817253273755,0.8976422740173171,0.9380000000000003,0.9414999999999996,0.9502499999999993,0.9490000000000018,0.9450999999999985,0.9260000000000003,0.8806000000000012,0.011143857962853441,460817357,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
AASIA,ASTRAL ASIA BHD,0.12,0.12,0.12,0.115,0,0,1014000,,,,,,,0.11999953575061639,0.12057374657225008,0.12136299084727292,0.1219227692821012,0.12184433178073084,0.11994198536586373,0.11759116130655915,0.12,0.12199999999999997,0.12050000000000002,0.12283333333333331,0.12510000000000013,0.11870000000000004,0.1158249999999999,0.0075059143793908215,83083196,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.48,1.49,1.5,1.48,-0.671140939597316,-0.010000000000000009,318300,,,,,,,1.4917336020803773,1.4836144235956579,1.4792743771968437,1.4803275459552636,1.48340245495323,1.5201684998581806,1.5824158297918423,1.5040000000000007,1.4749999999999994,1.4715000000000007,1.475000000000001,1.5024000000000004,1.4406000000000005,1.6804499999999993,0.03964152349139712,666138499,Transportation,Airlines,stock,common,100,1,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.25,1.25,1.25,1.25,0,0,100000,,,,,,,1.2507156521092924,1.2509257951664228,1.2491476606586505,1.2468840411880637,1.243024881284842,1.2361774625965825,1.2253835219363025,1.2508000000000035,1.2522999999999949,1.2493999999999983,1.2467666666666681,1.2417400000000003,1.235590000000001,1.2232349999999983,0.001245990216110969,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,1,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,2.01,1.95,2.01,1.88,3.076923076923068,0.05999999999999983,1663300,,,,,,,1.9977639290228437,2.0136846842257765,2.0352106619674553,2.0401541348805323,2.0182496661917195,1.915991188155367,1.7528122085559432,1.9940000000000009,2.0149999999999997,2.0450000000000004,2.064666666666666,2.076399999999999,1.914100000000003,1.6651500000000021,0.057196901425524735,599747425,Process Industries,Containers/Packaging,stock,common,100,1,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.115,0.115,0.115,0.115,0,0,0,,,,,,,0.1128854908241026,0.1123038330103384,0.11261866683640709,0.11298982535171787,0.11335805811518786,0.11391267950853821,0.11518996156494998,0.11199999999999999,0.11150000000000009,0.11250000000000024,0.11333333333333345,0.11440000000000004,0.11314999999999997,0.11527499999999975,0.0026531256277039865,30348482,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,4.12,4.11,4.15,4.1,0,0,3644200,,,,,,,4.092402651630389,4.055535337363757,3.9922543485388777,3.9511579447048883,3.897054218767049,3.8018072761971062,3.685363719809301,4.086,4.07099999999999,3.965500000000001,3.8983333333333374,3.876600000000012,3.793699999999997,3.6135500000000014,0.04726396299189787,6378196366,Finance,Regional Banks,stock,common,100,1,false,MYR
ACME,ACME HOLDINGS BERHAD,0.18,0.18,0.18,0.18,0,0,444100,,,,,,,0.18422522825949728,0.18647761511759217,0.18884201828708608,0.19067867003176844,0.1933447469937515,0.1991042387051781,0.20735804346581518,0.18599999999999994,0.18750000000000022,0.18975,0.1896666666666667,0.19640000000000016,0.19574999999999998,0.21674999999999983,0.006295851000240524,64576552.00000001,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.255,0.24,0.255,0.24,4.081632653061228,0.010000000000000009,634400,,,,,,,0.2561846422442689,0.2628138776595376,0.2693525312248569,0.26882388188614253,0.2630202460993388,0.2511411782537675,0.24038361259475904,0.2560000000000001,0.26149999999999995,0.28350000000000014,0.2785000000000001,0.26089999999999997,0.24399999999999955,0.23819999999999958,0.01901455949108926,85105972,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,1.21,1.19,1.21,1.18,1.6806722689075646,0.020000000000000018,1163000,,,,,,,1.2010403327284538,1.2126125604741502,1.218390095491437,1.2059872933082798,1.1635931133931405,1.0551487393636203,0.9198212780380123,1.192,1.2150000000000012,1.2420000000000002,1.2283333333333328,1.1702999999999997,1.03565,0.8433499999999999,0.034537082054262036,655095000,Technology Services,Packaged Software,stock,common,100,1,false,MYR
ADVCON,ADVANCECON HOLDINGS BERHAD,0.27,0.27,0.27,0.27,0,0,85000,,,,,,,0.2699478908644273,0.271520185326864,0.27295834959255677,0.27370539525942783,0.274991184225616,0.2780743363253533,0.28231176011736175,0.26900000000000096,0.27200000000000013,0.2745000000000009,0.2731666666666674,0.2752999999999995,0.27740000000000015,0.28362499999999896,0.006022073579589203,155344681,Industrial Services,Engineering & Construction,stock,common,1000,5,false,MYR
ADVENTA,ADVENTA BHD,0.305,0.3,0.305,0.295,1.6666666666666683,0.0050000000000000044,612800,,,,,,,0.30882973123173124,0.31355836941475534,0.31711281556542337,0.3181498326887331,0.3176446292783173,0.3171069231993387,0.335710606069565,0.30899999999999966,0.3164999999999999,0.32124999999999987,0.31750000000000045,0.3234,0.3073499999999998,0.31534285719999966,0.011533055197927399,91671473,Distribution Services,Medical Distributors,stock,common,1000,5,false,MYR
