Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.92,0.915,0.925,0.915,1.0989010989010999,0.010000000000000009,731900,,,,,,,0.9091214912422168,0.9049090625126031,0.9029939437070443,0.9020751637514159,0.8975748918205607,0.8819328819590356,0.8655190879788576,0.9060000000000002,0.9014999999999997,0.8982499999999994,0.902833333333335,0.9055999999999993,0.8771000000000003,0.8470250000000007,0.011799061495393925,446110434,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
AASIA,ASTRAL ASIA BHD,0.12,0.12,0.12,0.12,0,0,2530100,,,,,,,0.11610393730556559,0.11415559784403122,0.11325597841070913,0.11296170027789416,0.11262248618972101,0.11255293157635582,0.11296167849499629,0.11300000000000002,0.11299999999999995,0.11200000000000002,0.11450000000000005,0.11160000000000014,0.11215000000000018,0.11389999999999983,0.004857161779299562,79198021,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.55,1.56,1.59,1.55,-0.6410256410256416,-0.010000000000000009,1491700,,,,,,,1.5517947838966653,1.5194409633054855,1.460935369221372,1.4399596646490802,1.4567540552201228,1.567507215803077,1.6394900999072815,1.560000000000001,1.5419999999999994,1.4050000000000007,1.3766666666666676,1.3814000000000006,1.5871000000000008,1.9059499999999994,0.06871738141233265,697433566,Transportation,Airlines,stock,common,1000,5,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.23,1.23,1.23,1.23,0,0,5700,,,,,,,1.229582888160657,1.2261229592013962,1.2247126542170772,1.22529987537274,1.2258280634457697,1.2227889050460712,1.213763416977153,1.231800000000003,1.2196999999999951,1.221949999999998,1.2255000000000011,1.2293000000000005,1.2258400000000007,1.2122349999999984,0.005941967433846826,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,5,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,1.9,1.91,1.94,1.9,0,0,600100,,,,,,,1.8716969533779675,1.8368986432632848,1.7977007483406897,1.7730074339273971,1.7305864867009517,1.641199654348139,1.5372579571558105,1.870000000000001,1.824000000000002,1.7695000000000012,1.764333333333336,1.7437999999999994,1.6277000000000026,1.4740000000000024,0.044117523534875636,584369265,Process Industries,Containers/Packaging,stock,common,1000,5,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.115,0.11,0.115,0.11,4.545454545454549,0.0050000000000000044,177900,,,,,,,0.11181577399033828,0.11130613155045582,0.11130577805045892,0.11158422898183104,0.11233315082776299,0.11390464162583996,0.11590162256583945,0.11099999999999996,0.11150000000000002,0.11075000000000017,0.11183333333333344,0.11200000000000006,0.11535000000000008,0.11562499999999981,0.003922560121849525,29028982,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,3.76,3.79,3.82,3.75,-0.7915567282321965,-0.03000000000000025,1630700,,,,,,,3.7833504508246034,3.793236997312475,3.7825533678369534,3.759982189074195,3.712746470759735,3.6271784289159785,3.5493025320022182,3.778000000000007,3.810999999999992,3.794999999999992,3.7700000000000036,3.702200000000011,3.5796999999999963,3.5063000000000026,0.051968769856192594,5867321518,Finance,Regional Banks,stock,common,1000,5,false,MYR
ACME,ACME HOLDINGS BERHAD,0.215,0.22,0.225,0.21,-2.2727272727272747,-0.0050000000000000044,625900,,,,,,,0.2126460558004022,0.20796764749158128,0.2019707712218685,0.1995157148410868,0.19981025877315303,0.20761594875900874,0.21537241155175238,0.2109999999999999,0.20950000000000016,0.1975,0.19400000000000006,0.1946000000000001,0.2084499999999999,0.2288499999999999,0.010597684014221466,78926893,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.23,0.23,0.235,0.23,0,0,477000,,,,,,,0.22948162173055653,0.22893643729479518,0.22840082482308172,0.22786827421096173,0.22696323557392029,0.2262508281842026,0.22534332343992075,0.229,0.2280000000000002,0.2277499999999999,0.22833333333333336,0.22630000000000006,0.22439999999999968,0.22759999999999944,0.008621011964701922,79895402,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,0.98,0.995,1,0.975,-1.5075376884422125,-0.015000000000000013,3278500,,,,,,,0.9792538801740693,0.9790229799387071,0.9675214134241013,0.945287488370018,0.8978077200030508,0.8171731421376462,0.7457748863985177,0.9730000000000001,0.9799999999999998,0.9799999999999999,0.9623333333333333,0.8876,0.7698999999999999,0.705475,0.03095458516145889,547747000,Technology Services,Packaged Software,stock,common,1000,5,false,MYR
