Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.94,0.94,0.945,0.925,-1.0526315789473695,-0.010000000000000009,1682600,,,,,,,0.9403966853584836,0.9321573066617439,0.9216031687627532,0.9160403633508747,0.9077295971674867,0.8893710026947321,0.8704679732998005,0.9450000000000001,0.9304999999999998,0.9152499999999995,0.909333333333335,0.9106999999999992,0.8857000000000005,0.8514500000000007,0.016334191118699253,465719664,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
AASIA,ASTRAL ASIA BHD,0.13,0.115,0.13,0.115,13.043478260869565,0.015,1118700,,,,,,,0.12262804571715057,0.12003793867061759,0.11739106075429784,0.11608105468792775,0.1147259037808016,0.11367634152049252,0.11350859483465413,0.123,0.12000000000000002,0.1155,0.11433333333333336,0.11390000000000011,0.11290000000000003,0.11387499999999984,0.0062488426531885554,75898106,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.59,1.56,1.6,1.53,1.9230769230769247,0.030000000000000027,4071500,,,,,,,1.5710744089340527,1.556070355456945,1.5136089547373979,1.4864679491315442,1.4829321509977291,1.5669703487968216,1.6343275123395298,1.5740000000000007,1.5599999999999994,1.5235000000000005,1.4326666666666674,1.399800000000001,1.5606000000000009,1.8867499999999993,0.06575343483266852,697433566,Transportation,Airlines,stock,common,1000,5,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.233,1.24,1.24,1.233,0,0,4500,,,,,,,1.2324037103460659,1.23055594335219,1.2281465078208536,1.2275983236131494,1.2271940194384268,1.223852926644992,1.2148360662608864,1.232600000000003,1.231899999999995,1.2230999999999979,1.2251000000000012,1.2295400000000003,1.2268100000000008,1.2132199999999984,0.004934414270334688,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,5,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,2.12,2.15,2.15,2.07,-0.9345794392523372,-0.020000000000000018,1590100,,,,,,,2.0719603155154913,2.0057569190966893,1.9230215155318642,1.8731757162246592,1.8055533168820863,1.6925802195531252,1.570770483991474,2.0720000000000014,1.989000000000002,1.882000000000001,1.831333333333333,1.7884,1.6718000000000028,1.4998000000000025,0.053461593644833626,658184370,Process Industries,Containers/Packaging,stock,common,1000,5,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.115,0.115,0.115,0.11,-4.166666666666659,-0.0049999999999999906,302700,,,,,,,0.11679351580739063,0.11533762374824709,0.11378999140870762,0.11325922304656129,0.11321304057884672,0.11415576517898081,0.11589279121893822,0.11799999999999997,0.11450000000000005,0.11250000000000018,0.11216666666666676,0.11230000000000005,0.11495000000000008,0.11559999999999979,0.004407840626276847,31667980,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,3.78,3.8,3.82,3.78,-0.7874015748031562,-0.03000000000000025,971500,,,,,,,3.788892939051463,3.790634299242237,3.7862763755092503,3.7711701233329933,3.7316130103071687,3.6484500898313765,3.5655752607548368,3.7900000000000085,3.7859999999999907,3.8019999999999916,3.7900000000000036,3.7306000000000115,3.607299999999997,3.517050000000003,0.0456986285057974,5898283608,Finance,Regional Banks,stock,common,1000,5,false,MYR
ACME,ACME HOLDINGS BERHAD,0.21,0.215,0.215,0.21,-2.325581395348839,-0.0050000000000000044,546500,,,,,,,0.212025009210083,0.21067135917035681,0.20660815813233402,0.20381146289034516,0.20252102109536893,0.20803362480104795,0.21506084918142052,0.2119999999999999,0.21250000000000013,0.20725000000000002,0.19933333333333333,0.1966000000000001,0.20584999999999995,0.22919999999999988,0.009154920943781591,77133102,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.235,0.23,0.235,0.225,0,0,855200,,,,,,,0.23329613515386888,0.23213255236234387,0.230721163493118,0.2297659586631922,0.2284170306486924,0.22711768600602414,0.2258522788181256,0.23299999999999996,0.23200000000000015,0.22974999999999995,0.22883333333333333,0.22850000000000004,0.22494999999999968,0.22799999999999943,0.008073168081238443,81632257,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
ADB,AUTOCOUNT DOTCOM BERHAD,1.06,1.02,1.07,1,3.921568627450984,0.040000000000000036,3877200,,,,,,,1.0222425682040608,1.0068590440005096,0.989624825966365,0.9694061963223122,0.9249180713747163,0.8420993845221703,0.7634727897006213,1.011,0.9995,0.9932500000000001,0.9831666666666663,0.9325999999999999,0.7957500000000001,0.7185250000000001,0.03286344597018378,561510000,Technology Services,Packaged Software,stock,common,1000,5,false,MYR
