Ticker,Description,Price,Open,High,Low,Change %,Change,Volume,Pre-market Volume,Pre-market Change,Pre-market Change %,Post-market Volume,Post-market Change,Post-market Change %,Exponential Moving Average (5),Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (50),Exponential Moving Average (100),Exponential Moving Average (200),Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (20),Simple Moving Average (30),Simple Moving Average (50),Simple Moving Average (100),Simple Moving Average (200),Average True Range (14),Market Capitalization,Sector,Industry,Type,Sub Type,Price Scale,Min Mov,Fractional,Currency
3A,THREE-A RESOURCES BHD,0.905,0.91,0.91,0.905,-0.5494505494505499,-0.0050000000000000044,86000,,,,,,,0.9109536088060853,0.910593243433901,0.9091859982819246,0.9098428611562103,0.9127599439175995,0.9130988648875933,0.9002502740965966,0.9140000000000006,0.9109999999999999,0.9072499999999992,0.9078333333333352,0.9101999999999983,0.9253000000000001,0.8987750000000007,0.009795743258312423,446110434,Consumer Non-Durables,Food: Specialty/Candy,stock,common,1000,5,false,MYR
99SMART,99 SPEED MART RETAIL HOLDINGS BERHAD,2.23,2.17,2.26,2.16,3.240740740740733,0.06999999999999984,26907900,,,,,,,2.163084252061847,2.089170796828334,,,,,,2.186,2.0629999999999997,,,,,,0.07280612244897948,18144000000,Retail Trade,Food Retail,stock,common,100,1,false,MYR
AASIA,ASTRAL ASIA BHD,0.105,0.105,0.105,0.105,0,0,10100,,,,,,,0.10551022203287536,0.10659329665031089,0.10840031100697994,0.10998675405945758,0.112424244773714,0.11496123312696527,0.11555610904018926,0.10499999999999995,0.10699999999999991,0.10850000000000004,0.11016666666666662,0.11370000000000013,0.11875,0.1153749999999999,0.0022899928226652573,72697796,Process Industries,Agricultural Commodities/Milling,stock,common,1000,5,false,MYR
AAX,AIRASIA X BERHAD,1.89,1.79,1.92,1.78,6.779661016949145,0.11999999999999988,14467500,,,,,,,1.7350350273663917,1.6378792114604819,1.5342333991828665,1.4885458291597278,1.457190566050755,1.4659013718296132,1.5242171027606333,1.7000000000000004,1.6249999999999996,1.4665000000000001,1.418666666666668,1.4140000000000004,1.4649000000000019,1.5361999999999987,0.07265190136988253,791318874,Transportation,Airlines,stock,common,100,1,false,MYR
ABFMY1,ABF MALAYSIA BOND INDEX FUND,1.227,1.227,1.227,1.227,0,0,5800,,,,,,,1.2258008042361663,1.2253401529783317,1.2266587801964577,1.2291132564087226,1.232631940473232,1.2341027608908968,1.2282244988420223,1.2258000000000038,1.2246999999999943,1.2242499999999985,1.2264000000000015,1.2383400000000009,1.2382100000000007,1.2314299999999982,0.003575837151641834,,Miscellaneous,Investment Trusts/Mutual Funds,fund,etf,1000,1,false,MYR
ABLEGLOB,ABLE GLOBAL BERHAD,2,2,2.01,1.97,-0.4975124378109347,-0.009999999999999787,150900,,,,,,,1.9904243942929523,1.9885052900297406,1.984602222879271,1.9827188745124187,1.9811596982636472,1.9445500197414276,1.8247395236219397,1.9779999999999993,1.9940000000000004,1.9855,1.9836666666666667,1.9662,2.0115000000000007,1.805799999999999,0.05420871171452702,618201174,Process Industries,Containers/Packaging,stock,common,100,1,false,MYR
ABLEGRP,ABLEGROUP BERHAD,0.095,0.1,0.1,0.095,-5.000000000000004,-0.0050000000000000044,2300,,,,,,,0.09827290291057804,0.0987090367451997,0.09907480873695274,0.09991962315571486,0.10198734374144819,0.10584517948273814,0.10994491541363423,0.09899999999999998,0.09950000000000009,0.09850000000000023,0.09900000000000013,0.10200000000000004,0.10815,0.11202499999999971,0.0028407322513464136,26389985,Non-Energy Minerals,Forest Products,stock,common,1000,5,false,MYR
ABMB,ALLIANCE BANK MALAYSIA BERHAD,4.45,4.3,4.45,4.26,3.4883720930232642,0.15000000000000036,1739000,,,,,,,4.398130498587935,4.39475752421536,4.369907686723467,4.33430628585298,4.256520011167103,4.095671818559905,3.898721593741187,4.3980000000000015,4.414999999999989,4.361499999999998,4.375666666666665,4.259800000000011,4.045399999999997,3.803800000000003,0.09198824213890251,6656855911,Finance,Regional Banks,stock,common,100,1,false,MYR
ACME,ACME HOLDINGS BERHAD,0.16,0.165,0.17,0.16,-5.8823529411764754,-0.010000000000000009,301500,,,,,,,0.16558975523137281,0.16658245843656344,0.16787516864053326,0.16945963096312586,0.17318993540324773,0.18196448109919588,0.19424434018107922,0.166,0.16700000000000023,0.16750000000000004,0.1693333333333334,0.17210000000000025,0.18599999999999997,0.19824999999999984,0.006324683613496082,60988964,Finance,Real Estate Development,stock,common,1000,5,false,MYR
ACO,ACO GROUP BERHAD,0.23,0.23,0.23,0.23,0,0,23100,,,,,,,0.23143795787378824,0.23161659384465139,0.23229434542293378,0.23422123111552245,0.23809736948000826,0.2407478511854807,0.2378982155375423,0.23200000000000012,0.23149999999999987,0.23225000000000023,0.2308333333333334,0.23729999999999996,0.24689999999999956,0.23532500000000012,0.006276350026688642,79895402,Distribution Services,Wholesale Distributors,stock,common,1000,5,false,MYR
